"Story","Title","Result","Date","Stability","Duration (s)"
"Obtener líneas de crédito de la API","Obtener líneas de crédito de la API correctamente","FAILURE","2023-05-03T12:29:10.638977514-05:00[America/Bogota]","0.0","2.61"
