"Story","Title","Result","Date","Stability","Duration (s)"
"Obtener datos del asociado de la API","Obtener datos del asociado de la API correctamente","SUCCESS","2023-05-03T14:06:22.981970929-05:00[America/Bogota]","0.0","1.33"
